id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
16294956,d650d5db-7b6a-4940-9cd4-98c9747fc212,2017-07-15,2017-07-15,,Hawaii,1187007,denis_m_add,,2018-09-07 19:13:31 +0000,2023-08-04 19:43:35 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/16294956,https://inaturalist-open-data.s3.amazonaws.com/photos/24473335/medium.jpg,,"",,2,0,false,2,"Камчатский край, Россия, 683041",53.2082542563,158.8923544809,5,,,,5,,open,false,gps,gps,Берингийский суслик,Urocitellus parryii,Берингийский суслик,Mammalia,180001
18620876,cca049a3-f65f-4cdb-a553-f4cb187f9b11,2015-06-10,2015-06-10,,Hawaii,1366282,vladimirarkhipov,Vladimir Yu. Arkhipov,2018-11-25 10:10:55 +0000,2024-03-03 13:14:20 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/18620876,https://inaturalist-open-data.s3.amazonaws.com/photos/28500077/medium.jpg,,"","",3,0,false,,"Ust'-Bol'sheretskiy rayon, RU-KQ, RU",51.483701,157.039745,41,,,,41,,open,false,,"",Kamchatka Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
18620879,a6b60534-e5c7-4473-be98-32e557cce796,2015-06-23,2015-06-23,,Hawaii,1366282,vladimirarkhipov,Vladimir Yu. Arkhipov,2018-11-25 10:10:59 +0000,2024-03-03 13:14:09 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/18620879,https://inaturalist-open-data.s3.amazonaws.com/photos/28500082/medium.jpg,,"","",3,0,false,,"Ust'-Bol'sheretskiy rayon, RU-KQ, RU",51.482409,157.03727,165,,,,165,,open,false,,"",Kamchatka Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
18620892,d3f416df-b618-41d9-a9ad-b6a199cb1ba8,2015-06-14,2015-06-14,,Hawaii,1366282,vladimirarkhipov,Vladimir Yu. Arkhipov,2018-11-25 10:11:04 +0000,2024-03-03 13:13:47 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/18620892,https://inaturalist-open-data.s3.amazonaws.com/photos/28500094/medium.jpg,,"","",3,0,false,,"Ust'-Bol'sheretskiy rayon, RU-KQ, RU",51.416468,157.041601,82,,,,82,,open,false,,"",Kamchatka Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
18624553,f2853912-304e-4604-8532-a67a0d2c0303,2015/06/27 2:36 AM UTC,2015-06-27,,UTC,1366282,vladimirarkhipov,Vladimir Yu. Arkhipov,2018-11-25 15:38:05 +0000,2018-12-25 16:02:37 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/18624553,https://inaturalist-open-data.s3.amazonaws.com/photos/28505759/medium.jpg,,"","",4,0,false,,"Усть-Большерецкий р-н, Камчатский край, Россия",51.4822727696,157.027206246,61,,,,61,,open,false,,,Обыкновенная лисица,Vulpes vulpes,Обыкновенная лисица,Mammalia,42069
18922715,e58aa2c5-780e-4674-9f5f-c19c8267d7ae,2007/06/02 6:01 PM PDT,2007-06-02,2007-06-03 01:01:00 +0000,Pacific Time (US & Canada),19715,gbentall,Gena Bentall,2018-12-09 18:36:27 +0000,2025-12-05 05:13:29 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/18922715,https://inaturalist-open-data.s3.amazonaws.com/photos/29004019/medium.jpeg,,"",,2,0,false,,,54.3018029501,163.1419026238,31250,,,,31250,,obscured,true,,,Sperm Whale,Physeter macrocephalus,Кашалот,Mammalia,74890
19756831,2b324597-dfa2-4239-9aed-e2168e68ee3f,2005/08/12 7:03 AM MSD,2005-08-12,2005-08-12 03:03:00 +0000,Moscow,913789,epopov,Eugene Popov,2019-01-20 15:37:48 +0000,2023-10-26 08:29:31 +0000,research,CC-BY,https://www.inaturalist.org/observations/19756831,https://inaturalist-open-data.s3.amazonaws.com/photos/30442761/medium.jpeg,,"",,2,0,false,,"Быстринский р-н, Камчатский край, Россия",55.9907958875,158.7507742779,287,,,,287,,open,false,,,Sciurus vulgaris arcticus,Sciurus vulgaris arcticus,,Mammalia,1184124
19756832,af5dbb54-ee27-4c7d-9b00-47c6334da659,2005/08/06 3:11 AM MSD,2005-08-06,2005-08-05 23:11:00 +0000,Moscow,913789,epopov,Eugene Popov,2019-01-20 15:37:48 +0000,2023-03-22 03:49:43 +0000,research,CC-BY,https://www.inaturalist.org/observations/19756832,https://inaturalist-open-data.s3.amazonaws.com/photos/30442764/medium.jpeg,,"",,3,0,false,,"Быстринский р-н, Камчатский край, Россия",55.9907958875,158.7507742779,287,,,,287,,open,false,,,Brown Bear,Ursus arctos,Бурый медведь,Mammalia,41641
19915588,46f5cd98-ce84-4aa9-a77c-71c3a048994a,2009/07/19 4:04 AM +0400,2009-07-19,2009-07-19 00:04:00 +0000,Abu Dhabi,1434599,prokhozhyj,Георгий Виноградов (Georgy Vinogradov),2019-01-27 23:02:51 +0000,2020-08-30 13:51:45 +0000,research,CC-BY,https://www.inaturalist.org/observations/19915588,https://inaturalist-open-data.s3.amazonaws.com/photos/30718384/medium.jpg,,"",У подножия Авачи.,2,0,false,,"Елизовский р-н, Камчатский край, Россия",53.2606001359,158.7412873223,200,,,,200,,open,false,,,Arctic Ground Squirrel,Urocitellus parryii,Берингийский суслик,Mammalia,180001
20191283,d29cf794-1051-4ba4-85a1-ae31a88f29ac,2016/06/21 6:02 AM MSK,2016-06-21,2016-06-21 03:02:00 +0000,Moscow,1434599,prokhozhyj,Георгий Виноградов (Georgy Vinogradov),2019-02-07 22:25:47 +0000,2023-01-27 23:56:11 +0000,research,CC-BY,https://www.inaturalist.org/observations/20191283,https://inaturalist-open-data.s3.amazonaws.com/photos/31162692/medium.jpg,,"","75 рейс НИС ""Академик М.А. Лаврентьев"". Якорная стоянка у острова Беринга.",1,0,false,,"Aleutskiy rayon, RU-KQ, RU",55.0550323847,166.2767277029,50,,,,25622,,obscured,true,,,Northern Fur Seal,Callorhinus ursinus,Северный морской котик,Mammalia,41757
20191440,eaa4cfc8-9c35-41b2-bdf9-51772a38b7dd,2016/06/14 12:55 PM MSK,2016-06-14,2016-06-14 09:55:00 +0000,Moscow,1434599,prokhozhyj,Георгий Виноградов (Georgy Vinogradov),2019-02-07 22:33:36 +0000,2025-06-19 10:20:05 +0000,research,CC-BY,https://www.inaturalist.org/observations/20191440,https://inaturalist-open-data.s3.amazonaws.com/photos/31163055/medium.jpg,,"","75 рейс НИС ""Академик М.А. Лаврентьев"".",6,0,false,,Bering Sea / Берингово море,55.4,167.05,500,,,,500,,open,false,,,Белокрылая морская свинья,Phocoenoides dalli,Белокрылая морская свинья,Mammalia,41446
21355458,8fdefad9-3139-436a-8fd2-5627a7097db5,2018/07/18 12:56 AM +1200,2018-07-18,2018-07-17 12:56:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-18 12:58:23 +0000,2020-08-30 13:50:37 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21355458,https://inaturalist-open-data.s3.amazonaws.com/photos/33029904/medium.jpg,,"","",2,0,false,,"Елизовский р-н, Камчатский край, Россия",53.259843,158.740256,10,,,,10,,open,false,,,Arctic Ground Squirrel,Urocitellus parryii,Берингийский суслик,Mammalia,180001
21510445,20e56b42-2c67-4541-8bc1-39ec6ec28f88,2018/06/07 10:29 PM +1200,2018-06-07,2018-06-07 10:29:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-23 10:31:21 +0000,2024-03-03 13:13:31 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21510445,https://inaturalist-open-data.s3.amazonaws.com/photos/33287069/medium.jpg,,"","",4,0,false,,"Elizovskiy rayon, RU-KQ, RU",53.3244,157.489036,10,,,,10,,open,false,,,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
21577101,845d0031-bab0-4fac-9e8c-92c04755672d,2018/06/27 12:06 PM +12,2018-06-27,2018-06-27 00:06:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-25 00:08:17 +0000,2019-04-01 23:32:17 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21577101,https://inaturalist-open-data.s3.amazonaws.com/photos/33398260/medium.png,,"","",4,0,false,,"Nalychevskiy, RU-KA-ER, RU-KQ, RU",53.277337,158.743181,10,,,,10,,open,false,,,Red Fox,Vulpes vulpes,Обыкновенная лисица,Mammalia,42069
21588803,f169e783-b97a-4a38-a30c-86ab4ce7616e,2018/07/18 5:52 PM +1200,2018-07-18,2018-07-18 05:52:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-25 05:54:44 +0000,2019-12-15 10:51:21 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21588803,https://inaturalist-open-data.s3.amazonaws.com/photos/33417767/medium.jpeg,,"","",2,0,false,,"",52.775135,158.623502,10,,,,10,,open,false,,,Spotted Seal,Phoca largha,Ларга,Mammalia,41714
21625493,862d0c07-7b85-494d-9601-f00798eeda56,2019/03/26 9:08 PM +1200,2019-03-26,2019-03-26 09:08:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-26 09:12:18 +0000,2020-01-20 08:09:43 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21625493,https://inaturalist-open-data.s3.amazonaws.com/photos/33479542/medium.jpg,,"","",1,0,false,,"Elizovskiy rayon, RU-KQ, RU",53.114601647,158.5892724616,10,,,,25940,,obscured,true,,,Steller Sea Lion,Eumetopias jubatus,Северный морской лев,Mammalia,41755
21625931,6bb2bde8-2661-4f77-882f-a939f7da03f4,2018/06/20 9:54 PM +1200,2018-06-20,2018-06-20 09:54:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-26 09:56:40 +0000,2019-03-26 13:17:42 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21625931,https://inaturalist-open-data.s3.amazonaws.com/photos/33480144/medium.png,,"","",1,0,false,,"Bystrinskiy, RU-KA-BY, RU-KQ, RU",55.90044,158.79665,100,,,,100,,open,false,,,Northern Pika,Ochotona hyperborea,Северная пищуха,Mammalia,849664
21768197,8a636f77-fb1e-4609-bcea-63071112a257,2018/07/07 5:45 PM +1200,2018-07-07,2018-07-07 05:45:00 +0000,Kamchatka,1431994,borisbolshakov,Boris Bolshakov,2019-03-30 05:49:45 +0000,2023-11-12 11:12:52 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/21768197,https://inaturalist-open-data.s3.amazonaws.com/photos/33715891/medium.png,,"","",10,0,false,,"Elizovskiy rayon, RU-KQ, RU",52.8948765199,158.559461183,100,,,,25972,,obscured,true,,,Pacific Walrus,Odobenus rosmarus divergens,Тихоокеанский морж,Mammalia,970572
21940427,bb8da41a-05d6-4e9b-af19-fc312eebc728,2017-07-01,2017-07-01,,Ekaterinburg,1574965,evsam,Evgenij Samarin,2019-04-03 08:55:30 +0000,2025-01-12 16:46:32 +0000,research,CC-BY,https://www.inaturalist.org/observations/21940427,https://inaturalist-open-data.s3.amazonaws.com/photos/34001706/medium.jpeg,,"",,2,0,false,2,"Камчатский край, Россия, 683002",53.2369694185,158.6940698326,1395,,,,1395,,open,false,gps,gps,Arctic Ground Squirrel,Urocitellus parryii,Берингийский суслик,Mammalia,180001
21943032,5e5af6ef-ced6-4333-a41d-212e757846be,2017-07-01,2017-07-01,,Ekaterinburg,1574965,evsam,Evgenij Samarin,2019-04-03 12:23:22 +0000,2022-06-22 03:27:50 +0000,research,CC-BY,https://www.inaturalist.org/observations/21943032,https://inaturalist-open-data.s3.amazonaws.com/photos/34005885/medium.jpeg,,"",,3,0,false,2,"Камчатский край, Россия, 684014",53.2080219305,158.6133427173,2789,,,,2789,,open,false,gps,gps,Brown Bear,Ursus arctos,Бурый медведь,Mammalia,41641
22117185,ae4d0b11-20e6-4aaf-acca-adf39a7898ba,Mon Feb 18 2019 06:29:12 GMT+1200 (GMT+12),2019-02-18,2019-02-17 17:29:12 +0000,Auckland,825110,doc_pixel,Vasyagin Roman,2019-04-06 23:44:48 +0000,2020-01-20 08:10:26 +0000,research,,https://www.inaturalist.org/observations/22117185,https://static.inaturalist.org/photos/34237773/medium.jpg,,"",,1,0,false,3,"Elizovskiy rayon, RU-KQ, RU",53.1918469878,158.7026509413,424,,,,25940,,obscured,true,,,Steller Sea Lion,Eumetopias jubatus,Северный морской лев,Mammalia,41755
25013020,70b642d5-92b3-4cb4-b4c1-c701077fd028,Tue May 07 2019 00:19:39 GMT+1200 (GMT+12),2019-05-07,2019-05-06 12:19:39 +0000,Auckland,825110,doc_pixel,Vasyagin Roman,2019-05-12 19:00:13 +0000,2025-07-21 00:33:26 +0000,research,,https://www.inaturalist.org/observations/25013020,https://static.inaturalist.org/photos/38702860/medium.jpg,,"",,3,0,false,3,"Yelizovskiy rayon, , Kamchatka Oblast, RU",53.8031535689,158.1572830306,50,,,,50,,open,false,,,Камчатский бурый медведь,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
25045510,31fb69b4-6f73-4519-b109-2e74014f1985,2018/09/04 12:09 PM SST,2018-09-04,2018-09-03 23:09:00 +0000,Samoa,1745830,irina86,Ирина,2019-05-13 04:39:08 +0000,2023-10-26 08:29:55 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/25045510,https://inaturalist-open-data.s3.amazonaws.com/photos/38755745/medium.jpeg,,"",,3,0,false,,"Елизовский р-н, Камчатский край, Россия",53.1268637142,158.7035434808,61,,,,61,,open,false,,,Sciurus vulgaris arcticus,Sciurus vulgaris arcticus,,Mammalia,1184124
25123913,d7a3f68f-2dba-4122-b019-09b9f840cfdc,Tue May 14 2019 21:19:10 GMT+1200 (GMT+12),2019-05-14,2019-05-14 09:19:10 +0000,Auckland,825110,doc_pixel,Vasyagin Roman,2019-05-14 19:37:31 +0000,2024-03-03 13:13:06 +0000,research,,https://www.inaturalist.org/observations/25123913,https://static.inaturalist.org/photos/38884965/medium.jpg,,"",,4,0,false,3,"Yelizovskiy rayon, , Kamchatka Oblast, RU",53.803240615,158.1570578927,10,,,,10,,open,false,,,Brown Bear,Ursus arctos,Бурый медведь,Mammalia,41641
26146307,fb0eaaa7-5a9d-4de1-b968-0ed552edbb39,Sat May 11 2019 15:41:51 GMT+1200 (GMT+12),2019-05-11,2019-05-11 03:41:51 +0000,Auckland,1813018,drop_in_the_sea,,2019-06-01 00:03:06 +0000,2024-03-03 13:12:01 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26146307,https://inaturalist-open-data.s3.amazonaws.com/photos/40571602/medium.jpg,,"",,5,0,false,3,"Елизовский район, , Камчатский край, RU",53.6774136492,157.5673667273,77054,,,,77054,,open,false,,,Brown Bear,Ursus arctos,Бурый медведь,Mammalia,41641
26551344,93313a58-1189-4bde-bddf-73640f9dbeb7,2013/10/23 2:14 PM SST,2013-10-23,2013-10-23 00:14:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-06-07 14:50:25 +0000,2019-06-07 15:52:55 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26551344,https://inaturalist-open-data.s3.amazonaws.com/photos/41237204/medium.jpeg,,"",,1,0,false,,"Мильковский р-н, Камчатский край, Россия",54.6880927354,158.6246956779,2,,,,2,,open,false,,,Orava,Sciurus vulgaris,Обыкновенная белка,Mammalia,46001
26551773,e9660ea0-bd01-4300-8ef4-fae7067c2de1,2010/11/05 2:31 PM SST,2010-11-05,2010-11-06 00:31:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-06-07 14:56:28 +0000,2023-09-16 19:39:35 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26551773,https://inaturalist-open-data.s3.amazonaws.com/photos/41237713/medium.jpeg,,"",,1,0,false,,"Мильковский р-н, Камчатский край, Россия",54.6833019973,158.6180978802,2,,,,2,,open,false,,,Orava,Sciurus vulgaris,Обыкновенная белка,Mammalia,46001
26552159,da8c1f71-de1c-439e-9184-8e58012693a5,2017/07/11 5:55 AM SST,2017-07-11,2017-07-10 16:55:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-06-07 15:02:26 +0000,2025-07-21 00:33:25 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26552159,https://inaturalist-open-data.s3.amazonaws.com/photos/41238340/medium.jpg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.7142727144,158.6361020521,7,,,,7,,open,false,,,Камчатский бурый медведь,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
26552626,87e5dee0-67b8-4ceb-b958-49748aa7e9f6,2013/04/13 12:47 PM SST,2013-04-13,2013-04-12 23:47:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-06-07 15:11:40 +0000,2019-10-19 00:37:06 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26552626,https://inaturalist-open-data.s3.amazonaws.com/photos/41238920/medium.jpeg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.6880068896,158.6076084777,2,,,,2,,open,false,,,Muskrat,Ondatra zibethicus,Ондатра,Mammalia,45763
26552922,b4b26406-4283-480b-bfde-656e99d22b4b,2017/06/06 5:34 PM SST,2017-06-06,2017-06-06 04:34:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-06-07 15:16:41 +0000,2022-10-31 02:10:07 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26552922,https://inaturalist-open-data.s3.amazonaws.com/photos/41239656/medium.jpeg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.7103909966,158.6264507448,1,,,,1,,open,false,,,East Siberian Stoat,Mustela erminea kaneii,,Mammalia,1271419
26553157,550eed9a-9e4c-436f-b1f9-92855c8d7c5d,2013/03/25 12:25 PM SST,2013-03-25,2013-03-24 22:25:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-06-07 15:20:53 +0000,2024-05-13 04:55:11 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26553157,https://inaturalist-open-data.s3.amazonaws.com/photos/109422761/medium.jpg,,"","",2,0,false,,"Mil'kovskiy rayon, RU-KQ, RU",54.6014758119,158.6300766146,4,,,,25685,,obscured,true,,,Обыкновенная Выдра,Lutra lutra,Обыкновенная выдра,Mammalia,41850
26930206,3b0a8816-712a-423b-8b35-c4dc096c992a,2016-09-22 5:05:00 ПП GMT+12:00,2016-09-22,2016-09-22 05:05:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-06-13 19:37:32 +0000,2025-07-21 00:33:25 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26930206,https://inaturalist-open-data.s3.amazonaws.com/photos/41847660/medium.jpg,,"",,3,0,false,2,"Камчатский край, Россия, 684305",54.4966530545,160.0145997852,1052,,,,1052,,open,false,gps,gps,Kamchatka Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
26952862,2ec2a77b-995e-40d5-b63e-1f69dd738e9a,2016-07-26,2016-07-26,,American Samoa,1868836,annaklimova,Анна Климова,2019-06-14 04:41:56 +0000,2021-08-19 16:24:47 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/26952862,https://inaturalist-open-data.s3.amazonaws.com/photos/41886500/medium.jpeg,,"",,3,0,false,2,"Камчатский край, Россия, 684500",55.3587406384,166.0193640366,263,,,,263,,open,false,gps,gps,Bering Islands Fox,Vulpes lagopus beringensis,Беринговский песец,Mammalia,712158
27115422,a60b5dc4-f698-4bf6-be46-71c2f204b005,2019/05/09 7:11 PM UTC,2019-05-09,,UTC,1879421,rgowan,Robert Gowan,2019-06-16 21:43:45 +0000,2022-08-24 02:02:21 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27115422,https://inaturalist-open-data.s3.amazonaws.com/photos/42153873/medium.jpg,,"",,1,0,false,,"Elizovskiy rayon, RU-KQ, RU",52.6450388545,158.6202423378,61,,,,26004,,obscured,true,,,Steller Sea Lion,Eumetopias jubatus,Северный морской лев,Mammalia,41755
